Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPSPanel,PPI,Cpu_Name,Gpu_Brand
HP,Notebook,4,Windows,1.88,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,Nvidia
Mediacom,Notebook,2,Windows,1.4,0,0,157.3505121487356,Other Intel Processor,Intel
Lenovo,Notebook,4,others,2.2,0,0,141.21199808219862,Intel Core i5,Intel
Asus,2 in 1 Convertible,6,Windows,1.5,1,0,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,Nvidia
Asus,Ultrabook,16,Windows,1.1,0,0,157.3505121487356,Intel Core i7,Intel
Dell,Gaming,16,Windows,2.62,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,1.8,0,0,141.21199808219862,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,Nvidia
Asus,Notebook,8,Windows,2.0,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Notebook,8,Windows,1.99,0,0,141.21199808219862,Intel Core i5,Nvidia
Dell,Ultrabook,8,Windows,1.23,1,0,276.053530085501,Intel Core i5,Intel
Lenovo,Notebook,2,Windows,1.42,0,0,111.93520355955211,Other Intel Processor,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i7,Intel
Dell,Notebook,16,Windows,2.06,1,0,138.46177587823902,Intel Core i7,Nvidia
Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,8,Windows,2.6,0,0,107.98564559226952,AMD Processor,AMD
Lenovo,Ultrabook,16,Windows,1.14,0,1,157.3505121487356,Intel Core i7,Intel
Asus,Gaming,8,others,2.5,0,1,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.4,0,0,100.45466986113651,Intel Core i3,Intel
Lenovo,Notebook,4,Windows,1.43,0,0,111.93520355955211,Other Intel Processor,Intel
Acer,Ultrabook,8,Windows,1.8,0,1,157.3505121487356,Intel Core i5,Intel
Razer,Gaming,16,Windows,1.95,0,0,157.3505121487356,Intel Core i7,Nvidia
Toshiba,Notebook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i5,Intel
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i7,Intel
Asus,Gaming,32,Windows,3.8,0,1,127.33567457123111,Intel Core i7,Nvidia
Acer,Gaming,8,others,2.4,0,0,141.21199808219862,Intel Core i5,Nvidia
Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i5,Intel
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,4,others,1.86,0,0,100.45466986113651,Intel Core i3,Intel
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,AMD
Dell,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,AMD
Lenovo,Gaming,8,Windows,3.31,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Gaming,32,Windows,4.42,0,1,124.85570541621553,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,1.56,0,0,157.3505121487356,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,Intel
HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,Intel Core i3,AMD
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,Nvidia
Toshiba,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i3,Intel
Dell,Notebook,8,Windows,2.06,0,0,141.21199808219862,Intel Core i5,Intel
HP,Notebook,8,Windows,2.1,0,0,141.21199808219862,Intel Core i7,AMD
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,Intel
Acer,Notebook,4,others,2.1,0,0,100.45466986113651,Intel Core i3,Intel
Microsoft,Ultrabook,8,Windows,1.252,1,0,200.84255993695703,Intel Core i7,Intel
Lenovo,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,1,165.6321180513006,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,AMD Processor,AMD
HP,2 in 1 Convertible,4,Windows,1.63,1,1,157.3505121487356,Intel Core i3,Nvidia
MSI,Gaming,16,Windows,2.4,0,0,141.21199808219862,Intel Core i7,Nvidia
Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121487356,Intel Core i5,Intel
HP,2 in 1 Convertible,8,others,1.4,1,0,135.0942111925629,Other Intel Processor,Intel
LG,Ultrabook,8,Windows,1.09,0,1,141.21199808219862,Intel Core i7,Intel
Acer,Gaming,16,Windows,2.5,0,0,141.21199808219862,Intel Core i5,Nvidia
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,Nvidia
Asus,Notebook,4,Windows,1.86,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Gaming,16,Windows,3.21,0,0,141.21199808219862,Intel Core i5,Nvidia
HP,Notebook,4,Windows,2.5,0,1,127.33567457123111,Intel Core i3,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.19,1,1,165.6321180513006,Intel Core i7,Intel
Dell,Gaming,16,Windows,3.49,0,0,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,Intel Core i5,AMD
Dell,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i3,AMD
HP,Notebook,6,Windows,2.65,0,1,127.33567457123111,AMD Processor,AMD
Lenovo,Notebook,4,Windows,2.1,0,0,100.45466986113651,Other Intel Processor,Intel
Acer,Notebook,4,others,1.45,0,0,111.93520355955211,Other Intel Processor,Intel
Lenovo,Notebook,4,Windows,1.7,0,0,157.3505121487356,Intel Core i5,Intel
HP,Workstation,8,Windows,3.14,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.42,1,0,209.8006828649808,Intel Core i7,Intel
Toshiba,Notebook,8,Windows,1.5,0,1,165.6321180513006,Intel Core i5,Intel
Acer,Netbook,4,Windows,1.4,0,0,135.0942111925629,Other Intel Processor,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.38,1,0,157.3505121487356,Intel Core i7,Intel
Asus,2 in 1 Convertible,4,others,1.2,1,0,176.23257360658386,Other Intel Processor,Intel
Toshiba,Ultrabook,16,Windows,1.36,1,0,165.6321180513006,Intel Core i7,Intel
HP,Notebook,4,Windows,2.1,0,1,141.21199808219862,Intel Core i7,AMD
Dell,Gaming,8,Windows,2.56,0,0,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,AMD Processor,AMD
Lenovo,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD Processor,AMD
Lenovo,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i5,Intel
Lenovo,Notebook,4,others,1.9,0,0,100.45466986113651,Intel Core i3,Intel
Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,Intel
Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i5,Intel
Lenovo,Workstation,16,Windows,2.18,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,8,Windows,1.8,0,0,157.3505121487356,Intel Core i5,Intel
HP,Notebook,6,Windows,2.71,0,1,127.33567457123111,AMD Processor,AMD
Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,others,1.64,0,0,157.3505121487356,Intel Core i5,Nvidia
Dell,Notebook,8,others,1.98,0,0,141.21199808219862,Intel Core i5,Intel
Asus,Notebook,4,Windows,1.5,0,0,157.3505121487356,Other Intel Processor,Intel
Dell,Notebook,16,Windows,1.93,0,0,141.21199808219862,Intel Core i5,Intel
Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121487356,Intel Core i5,Nvidia
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.19,0,0,100.45466986113651,AMD Processor,AMD
Mediacom,Notebook,4,Windows,1.4,0,1,161.72539083525606,Other Intel Processor,Intel
HP,Notebook,8,Windows,2.63,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,Ultrabook,8,Windows,1.17,0,1,209.8006828649808,Intel Core i7,Intel
HP,2 in 1 Convertible,8,Windows,1.58,1,1,117.82653006268643,Intel Core i5,Intel
Lenovo,Ultrabook,8,Windows,1.32,0,1,157.3505121487356,Intel Core i5,Intel
Dell,Gaming,32,Windows,4.36,0,0,124.85570541621553,Intel Core i7,Nvidia
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,Notebook,4,others,1.9,0,0,100.45466986113651,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,AMD
Dell,2 in 1 Convertible,4,Windows,1.71,1,0,165.6321180513006,Intel Core i3,Intel
Dell,Notebook,8,others,2.32,0,0,100.45466986113651,Intel Core i5,AMD
HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,AMD Processor,AMD
Acer,Gaming,16,Windows,4.2,0,1,127.33567457123111,Intel Core i7,Nvidia
Dell,Notebook,12,Windows,2.25,0,0,100.45466986113651,Intel Core i5,Intel
HP,Notebook,6,Windows,2.1,0,0,141.21199808219862,AMD Processor,AMD
Acer,Notebook,4,Windows,2.4,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,Notebook,8,Windows,1.44,0,1,165.6321180513006,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,1.85,0,0,141.21199808219862,Intel Core i7,Intel
HP,Workstation,16,Windows,2.6,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.55,1,0,165.6321180513006,Intel Core i5,Intel
MSI,Gaming,16,Windows,1.8,0,0,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.4,0,0,100.45466986113651,Intel Core i3,Intel
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,2.0,0,0,100.45466986113651,Intel Core i3,Intel
Toshiba,Notebook,8,Windows,1.25,1,1,157.3505121487356,Intel Core i5,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.7,1,0,157.3505121487356,Intel Core i5,Intel
Lenovo,Workstation,16,Windows,2.5,0,1,138.46177587823902,Intel Core i7,Nvidia
Acer,Notebook,2,others,1.68,0,0,111.93520355955211,Other Intel Processor,Intel
Samsung,Ultrabook,16,Windows,0.81,0,0,165.6321180513006,Intel Core i7,Intel
HP,Notebook,8,Windows,1.86,0,0,141.21199808219862,Intel Core i3,Intel
Dell,Notebook,8,Windows,1.6,0,0,111.93520355955211,Intel Core i5,Intel
HP,Workstation,16,Windows,3.0,0,1,127.33567457123111,Other Intel Processor,Nvidia
Lenovo,Netbook,4,Windows,1.4,1,0,135.0942111925629,Other Intel Processor,Intel
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i5,Intel
Asus,Notebook,4,others,2.45,0,0,100.45466986113651,Intel Core i5,Nvidia
Lenovo,Ultrabook,4,Windows,1.7,0,0,157.3505121487356,Intel Core i5,Intel
Asus,Notebook,4,Windows,2.37,0,0,100.45466986113651,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,1,276.053530085501,Intel Core i5,Intel
HP,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i5,Nvidia
HP,Workstation,8,Windows,2.59,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Gaming,16,Windows,4.42,0,1,138.46177587823902,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Ultrabook,16,Windows,1.18,0,0,176.23257360658386,Intel Core i7,Intel
Google,Ultrabook,8,others,1.1,1,0,234.50740003017813,Intel Core i5,Intel
Asus,Ultrabook,8,Windows,1.2,0,1,276.053530085501,Intel Core i5,Intel
Dell,Notebook,4,Windows,1.65,0,0,117.82653006268643,Intel Core i3,Intel
Acer,Notebook,4,Windows,1.6,0,0,117.82653006268643,Intel Core i5,Intel
Asus,Notebook,4,Windows,2.8,0,0,90.58340172449303,Other Intel Processor,Nvidia
Dell,Gaming,16,Windows,2.72,1,1,138.46177587823902,Intel Core i7,Nvidia
Samsung,Ultrabook,8,Windows,1.31,1,0,165.6321180513006,Intel Core i7,Intel
Acer,Notebook,4,others,2.1,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Notebook,16,Windows,2.3,0,0,141.21199808219862,Intel Core i7,AMD
Samsung,2 in 1 Convertible,16,Windows,1.71,1,0,146.86047800548656,Intel Core i7,AMD
Toshiba,Notebook,4,Windows,1.75,0,1,111.93520355955211,Intel Core i5,Intel
Dell,Gaming,8,Windows,2.62,0,0,141.21199808219862,Intel Core i7,Nvidia
HP,Ultrabook,4,Windows,1.26,0,0,125.36742798669837,Intel Core i5,Intel
Asus,2 in 1 Convertible,12,Windows,2.3,1,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,16,Windows,2.5,0,0,138.46177587823902,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,1.8,0,1,157.3505121487356,Intel Core i3,Intel
Razer,Gaming,16,Windows,1.95,0,0,157.3505121487356,Intel Core i7,Nvidia
Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Other Intel Processor,Intel
Dell,Gaming,32,Windows,4.42,0,1,127.33567457123111,Intel Core i7,Nvidia
Asus,Gaming,16,Windows,4.3,0,1,127.33567457123111,Intel Core i7,Nvidia
Toshiba,Ultrabook,16,Windows,1.47,0,1,157.3505121487356,Intel Core i7,Nvidia
Lenovo,Notebook,8,others,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,Ultrabook,16,Windows,1.7,0,0,157.3505121487356,Intel Core i7,Intel
MSI,Gaming,16,Windows,1.6,0,1,157.3505121487356,Intel Core i7,Nvidia
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Gaming,4,Windows,2.4,0,1,141.21199808219862,Intel Core i7,Nvidia
Acer,Gaming,16,Windows,4.2,0,1,127.33567457123111,Intel Core i7,Nvidia
Dell,Gaming,8,Windows,2.62,0,0,141.21199808219862,Intel Core i5,Nvidia
Asus,Gaming,8,Windows,2.24,0,0,141.21199808219862,Intel Core i7,Nvidia
Vero,Notebook,4,Windows,1.22,0,0,157.3505121487356,Other Intel Processor,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,8,Windows,2.08,1,0,141.21199808219862,Intel Core i5,AMD
Apple,Ultrabook,8,Mac,0.92,0,1,226.41554716935852,Other Intel Processor,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.42,1,1,209.8006828649808,Intel Core i5,Intel
Asus,Notebook,4,Windows,1.63,0,0,111.93520355955211,Other Intel Processor,Intel
Dell,Notebook,8,Windows,1.95,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.38,1,1,158.48253022174808,Intel Core i7,Intel
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i3,AMD
HP,Workstation,8,Windows,3.14,0,0,141.21199808219862,Intel Core i7,Nvidia
Asus,Notebook,8,Windows,2.37,0,0,141.21199808219862,Intel Core i5,Intel
Dell,Ultrabook,8,Windows,1.29,0,0,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.06,1,0,138.46177587823902,Intel Core i5,Nvidia
Dell,Netbook,4,Windows,1.63,0,0,135.0942111925629,Other Intel Processor,Intel
HP,Netbook,8,Windows,1.26,0,0,125.36742798669837,Intel Core i5,Intel
Toshiba,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i5,Intel
HP,Notebook,8,Windows,2.04,0,0,100.45466986113651,AMD Processor,AMD
Dell,Gaming,16,Windows,2.62,0,0,138.46177587823902,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,2.4,0,0,141.21199808219862,Intel Core i5,Nvidia
HP,Gaming,12,Windows,3.74,0,1,127.33567457123111,Intel Core i7,AMD
MSI,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,Nvidia
Samsung,Ultrabook,8,Windows,0.81,0,0,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,8,Windows,1.98,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,AMD
Lenovo,Ultrabook,8,Windows,1.32,0,0,157.3505121487356,Intel Core i7,Intel
Razer,Ultrabook,16,Windows,1.29,1,1,172.8002962960423,Intel Core i7,Intel
HP,Netbook,4,others,1.23,0,0,135.0942111925629,Other Intel Processor,Intel
Dell,Gaming,16,Windows,4.36,0,1,127.33567457123111,Intel Core i7,Nvidia
Dell,Notebook,4,Windows,1.76,0,0,111.93520355955211,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i3,Intel
Toshiba,Ultrabook,4,Windows,1.25,0,0,111.93520355955211,Intel Core i5,Intel
Lenovo,Ultrabook,8,Windows,1.13,0,1,157.3505121487356,Intel Core i7,Intel
MSI,Gaming,8,Windows,2.4,0,0,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Ultrabook,8,Windows,1.13,0,1,157.3505121487356,Intel Core i5,Intel
Toshiba,Notebook,4,Windows,1.75,0,0,111.93520355955211,Other Intel Processor,Intel
Asus,2 in 1 Convertible,8,Windows,1.1,1,0,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,4,Windows,1.76,0,0,111.93520355955211,Intel Core i3,Intel
Acer,Netbook,4,others,1.35,0,1,135.0942111925629,Other Intel Processor,Intel
Acer,Notebook,8,Windows,1.5,0,1,157.3505121487356,Intel Core i3,Intel
Razer,Gaming,32,Windows,3.49,1,0,124.85570541621553,Intel Core i7,Nvidia
Lenovo,Ultrabook,16,Windows,1.1,0,1,209.8006828649808,Intel Core i7,Intel
Asus,Notebook,4,others,2.1,0,0,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Notebook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i5,Intel
Lenovo,Notebook,8,Windows,1.32,0,1,157.3505121487356,Intel Core i5,Intel
Dell,Gaming,16,Windows,3.21,0,0,141.21199808219862,Intel Core i7,Nvidia
Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,Nvidia
Toshiba,Notebook,4,Windows,2.0,0,0,100.45466986113651,Intel Core i3,Intel
Lenovo,Notebook,4,others,1.5,0,0,111.93520355955211,Other Intel Processor,Intel
Asus,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,Intel
Asus,Gaming,16,Windows,2.73,0,0,127.33567457123111,Intel Core i7,Nvidia
Dell,Gaming,32,Windows,4.42,0,1,127.33567457123111,Intel Core i7,Nvidia
HP,Notebook,8,Windows,2.63,0,0,106.11306214269258,Intel Core i5,Nvidia
Dell,Notebook,8,Windows,2.18,0,0,100.45466986113651,Intel Core i5,Intel
HP,Ultrabook,8,Windows,1.54,0,0,157.3505121487356,Intel Core i7,Intel
Dell,Notebook,4,Windows,2.18,0,0,141.21199808219862,Intel Core i7,AMD
HP,2 in 1 Convertible,4,others,1.4,1,0,135.0942111925629,Other Intel Processor,Intel
Asus,Ultrabook,8,Windows,1.45,0,1,165.6321180513006,Intel Core i5,Nvidia
HP,2 in 1 Convertible,8,Windows,1.28,1,0,165.6321180513006,Intel Core i5,Intel
HP,Ultrabook,8,Windows,1.54,0,0,157.3505121487356,Intel Core i7,Intel
HP,Notebook,4,others,1.86,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Gaming,16,Windows,2.1,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,others,2.83,0,0,127.33567457123111,Intel Core i7,AMD
Lenovo,Ultrabook,8,Windows,1.96,0,1,157.3505121487356,Intel Core i7,Nvidia
Asus,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,Intel
Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,Other Intel Processor,Intel
HP,2 in 1 Convertible,8,Windows,1.28,1,0,165.6321180513006,Intel Core i7,Intel
Dell,Notebook,8,Windows,1.62,1,0,165.6321180513006,Intel Core i5,Intel
Lenovo,Notebook,4,others,2.2,0,0,141.21199808219862,Intel Core i3,Intel
Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,Intel
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i5,AMD
Toshiba,Notebook,4,Windows,1.05,0,0,165.6321180513006,Intel Core i5,Intel
Lenovo,Gaming,8,others,2.5,0,1,141.21199808219862,Intel Core i5,Nvidia
Dell,Ultrabook,16,Windows,1.29,1,0,276.053530085501,Intel Core i7,Intel
HP,Notebook,4,Windows,2.07,0,0,141.21199808219862,Intel Core i5,Intel
Toshiba,Ultrabook,8,Windows,1.2,0,0,117.82653006268643,Intel Core i5,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i7,Intel
Acer,Notebook,8,Windows,1.56,0,1,157.3505121487356,Intel Core i5,Intel
Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,2.38,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,Notebook,4,others,2.2,0,0,141.21199808219862,Intel Core i3,AMD
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i7,Intel
Lenovo,Notebook,4,Windows,1.44,0,1,165.6321180513006,Intel Core i3,Intel
Samsung,Ultrabook,16,Windows,1.23,0,0,146.86047800548656,Intel Core i7,Nvidia
Dell,Ultrabook,8,Windows,1.6,0,0,176.23257360658386,Intel Core i7,Intel
Asus,Notebook,4,others,2.0,0,0,100.45466986113651,Other Intel Processor,Intel
Xiaomi,Ultrabook,8,Windows,1.28,0,1,165.6321180513006,Intel Core i5,Nvidia
Dell,Notebook,4,Windows,2.18,0,0,141.21199808219862,Intel Core i5,Nvidia
HP,Notebook,4,Windows,2.04,0,0,141.21199808219862,Intel Core i5,Intel
HP,2 in 1 Convertible,4,Windows,1.28,1,0,165.6321180513006,Intel Core i5,Intel
HP,2 in 1 Convertible,4,Windows,2.3,1,0,100.45466986113651,Intel Core i5,Intel
Asus,Notebook,4,Windows,1.65,0,0,111.1413368676404,Other Intel Processor,Intel
Lenovo,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
HP,2 in 1 Convertible,4,Windows,1.28,1,0,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,4,others,2.18,0,0,100.45466986113651,Intel Core i3,AMD
Asus,Gaming,12,Windows,2.2,0,0,127.33567457123111,Intel Core i5,Nvidia
Acer,Netbook,4,others,1.25,0,1,135.0942111925629,Other Intel Processor,Intel
Lenovo,Notebook,4,Windows,2.8,0,0,106.11306214269258,AMD Processor,AMD
HP,Notebook,4,Windows,1.95,0,0,157.3505121487356,Intel Core i5,Intel
HP,2 in 1 Convertible,16,Windows,1.42,1,0,276.053530085501,Intel Core i7,Intel
Samsung,Ultrabook,8,Windows,1.17,0,0,146.86047800548656,Intel Core i7,Intel
Lenovo,Ultrabook,8,Windows,1.32,0,1,157.3505121487356,Intel Core i5,Intel
MSI,Gaming,16,Windows,2.43,0,1,124.85570541621553,Intel Core i7,Nvidia
Toshiba,Notebook,8,Windows,1.05,0,0,165.6321180513006,Intel Core i5,Intel
Dell,Gaming,8,others,2.62,0,0,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,8,Windows,2.04,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,AMD
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,Intel
Dell,2 in 1 Convertible,8,Windows,1.24,1,0,276.053530085501,Intel Core i7,Intel
Asus,Gaming,32,Windows,3.58,0,1,127.33567457123111,Intel Core i7,Nvidia
Dell,2 in 1 Convertible,16,Windows,1.22,1,0,165.6321180513006,Intel Core i7,Intel
Lenovo,Ultrabook,8,Windows,1.13,0,1,157.3505121487356,Intel Core i7,Intel
Lenovo,Notebook,8,Windows,1.95,0,1,141.21199808219862,Intel Core i5,Intel
LG,Ultrabook,16,Windows,1.08,1,1,141.21199808219862,Intel Core i7,Intel
HP,Netbook,8,Windows,1.26,0,0,176.23257360658386,Intel Core i7,Intel
Acer,Notebook,4,others,2.2,0,1,141.21199808219862,Other Intel Processor,Intel
Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i5,Nvidia
LG,Ultrabook,8,Windows,0.98,1,1,157.3505121487356,Intel Core i7,Intel
Dell,Notebook,8,Windows,1.6,0,0,157.3505121487356,Intel Core i5,Intel
HP,Ultrabook,8,Windows,1.09,1,0,172.8002962960423,Other Intel Processor,Intel
Lenovo,Notebook,6,Windows,2.2,0,0,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,8,Windows,2.04,0,0,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.4,0,0,141.21199808219862,Intel Core i3,Intel
Lenovo,Notebook,4,Windows,1.44,0,0,165.6321180513006,Intel Core i5,Intel
HP,Notebook,8,Windows,1.49,0,0,165.6321180513006,Intel Core i5,Intel
MSI,Gaming,16,Windows,2.7,0,0,127.33567457123111,Intel Core i7,Nvidia
Dell,Gaming,16,Windows,2.6,0,0,141.21199808219862,Intel Core i7,Nvidia
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,Nvidia
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i5,AMD
HP,Ultrabook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,AMD
HP,Ultrabook,8,Windows,1.39,1,0,276.053530085501,Intel Core i7,Intel
Toshiba,Notebook,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,4,Windows,1.95,0,0,100.45466986113651,Intel Core i5,Intel
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i7,Intel
HP,Notebook,8,Windows,2.31,0,0,141.21199808219862,Intel Core i5,Intel
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i5,Intel
HP,Notebook,4,Windows,1.95,0,0,111.93520355955211,Intel Core i5,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
HP,Ultrabook,4,Windows,1.26,0,0,176.23257360658386,Intel Core i5,Intel
HP,Notebook,4,others,1.86,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,Intel
